0.453,0.0,0.442,0.491,0.0,0.45,0.441,0.0,0.431,0.442,0.46,0.452,0.431,0.0,0.0,0.454,0.425,0.0,0.441,0.425,0.0,0.0,0.437,0.454,0.454,0.404,0.454,0.586,0.471,0.465,0.454,0.0,0.0,0.433,0.0,0.448,0.0,0.451,0.0,0.0,0.451,0.0,0.584,0.0,0.452,0.46,0.431,0.454,0.0,0.297,0.69,0.45,0.0,0.454,0.0,0.0,0.0,0.0,0.43,0.431,0.0,0.451,0.448,0.0,0.0,0.596,0.0,0.454,0.0,0.46,0.441,0.465,0.0,0.0,0.449,0.0,0.449,0.585,0.332,0.0,0.0,0.585,0.586,0.0,0.449,0.0,0.426,0.592
0.454,0.0,0.465,0.442,0.0,0.45,0.454,0.0,0.604,0.438,0.445,0.454,0.431,0.0,0.0,0.454,0.446,0.0,0.454,0.421,0.0,0.0,0.445,0.429,0.454,0.478,0.452,0.585,0.459,0.466,0.454,0.0,0.0,0.456,0.0,0.45,0.0,0.456,0.0,0.0,0.456,0.0,0.442,0.0,0.623,0.445,0.455,0.454,0.0,0.284,0.656,0.45,0.0,0.454,0.0,0.0,0.0,0.0,0.452,0.455,0.0,0.447,0.446,0.0,0.0,0.586,0.0,0.454,0.0,0.419,0.454,0.466,0.0,0.0,0.447,0.0,0.471,0.597,0.584,0.0,0.0,0.597,0.585,0.0,0.0,0.0,0.424,0.589
0.453,0.0,0.449,0.923,0.0,0.339,0.454,0.0,0.452,0.427,0.417,0.452,0.431,0.0,0.0,0.452,0.447,0.0,0.454,0.447,0.0,0.0,0.443,0.44,0.453,0.411,0.452,0.596,0.469,0.46,0.452,0.0,0.0,0.453,0.0,0.443,0.0,0.445,0.0,0.0,0.445,0.0,0.429,0.0,0.527,0.417,0.885,0.453,0.0,0.296,0.361,0.339,0.0,0.452,0.0,0.0,0.0,0.0,0.449,0.885,0.0,0.445,0.453,0.0,0.0,0.583,0.0,0.452,0.0,0.43,0.454,0.46,0.0,0.0,0.441,0.0,0.445,0.585,0.584,0.0,0.0,0.585,0.596,0.0,0.0,0.0,0.369,0.464
0.451,0.0,0.429,0.592,0.0,0.337,0.455,0.0,0.453,0.433,0.443,0.456,0.428,0.0,0.0,0.452,0.445,0.0,0.455,0.446,0.0,0.0,0.447,0.445,0.451,0.447,0.454,0.582,0.463,0.419,0.452,0.0,0.0,0.46,0.0,0.471,0.0,0.449,0.0,0.0,0.449,0.0,0.465,0.0,0.435,0.443,0.62,0.451,0.0,0.286,0.454,0.337,0.0,0.452,0.0,0.0,0.0,0.0,0.446,0.62,0.0,0.455,0.45,0.0,0.0,0.451,0.0,0.452,0.0,0.435,0.455,0.419,0.0,0.0,0.456,0.0,0.448,0.583,0.584,0.0,0.0,0.583,0.582,0.0,0.0,0.0,0.418,0.463
0.452,0.0,0.43,0.478,0.0,0.456,0.454,0.0,0.426,0.423,0.418,0.453,0.427,0.0,0.0,0.454,0.585,0.0,0.454,0.445,0.0,0.0,0.442,0.448,0.452,0.463,0.454,0.563,0.472,0.454,0.454,0.0,0.0,0.448,0.0,0.453,0.0,0.443,0.0,0.0,0.443,0.0,0.566,0.0,0.587,0.418,0.459,0.455,0.0,0.295,0.454,0.456,0.0,0.454,0.0,0.0,0.0,0.0,0.451,0.459,0.0,0.432,0.452,0.0,0.0,0.453,0.0,0.454,0.0,0.477,0.454,0.454,0.0,0.0,0.445,0.0,0.447,0.563,0.584,0.0,0.0,0.563,0.563,0.0,0.0,0.0,0.405,0.456
0.935,0.0,0.905,0.934,0.905,0.0,0.932,0.0,0.931,0.921,0.0,0.933,0.615,0.0,0.0,0.908,0.93,0.0,0.932,0.919,0.0,0.0,0.934,0.933,0.933,0.903,0.935,0.926,0.884,0.463,0.908,0.0,0.0,0.917,0.0,0.0,0.0,0.926,0.0,0.0,0.935,0.855,0.905,0.0,0.916,0.92,0.931,0.93,0.905,0.439,0.0,0.0,0.0,0.934,0.788,0.0,0.0,0.788,0.934,0.931,0.0,0.935,0.935,0.0,0.0,0.93,0.855,0.933,0.0,0.931,0.932,0.463,0.0,0.0,0.926,0.0,0.876,0.93,0.775,0.788,0.0,0.93,0.926,0.926,0.931,0.0,0.897,0.927
0.93,0.0,0.819,0.8,0.819,0.0,0.935,0.0,0.931,0.918,0.0,0.933,0.388,0.0,0.0,0.191,0.928,0.93,0.935,0.919,0.0,0.0,0.933,0.934,0.933,0.916,0.935,0.93,0.884,0.463,0.907,0.0,0.0,0.91,0.0,0.0,0.0,0.925,0.0,0.0,0.931,0.0,0.819,0.0,0.932,0.918,0.93,0.934,0.819,0.378,0.0,0.0,0.0,0.927,0.0,0.0,0.0,0.0,0.934,0.93,0.0,0.934,0.935,0.0,0.0,0.93,0.0,0.935,0.0,0.928,0.935,0.463,0.0,0.0,0.925,0.0,0.911,0.928,0.74,0.0,0.0,0.928,0.93,0.0,0.0,0.0,0.936,0.932
0.935,0.0,0.917,0.783,0.917,0.0,0.934,0.0,0.933,0.918,0.0,0.934,0.383,0.0,0.0,0.935,0.919,0.0,0.934,0.913,0.0,0.0,0.934,0.931,0.934,0.888,0.908,0.931,0.884,0.463,0.906,0.0,0.0,0.932,0.0,0.0,0.0,0.926,0.0,0.0,0.931,0.0,0.917,0.0,0.794,0.918,0.931,0.933,0.917,0.204,0.0,0.0,0.0,0.928,0.0,0.0,0.0,0.0,0.931,0.931,0.0,0.0,0.932,0.0,0.0,0.932,0.0,0.934,0.0,0.928,0.934,0.463,0.0,0.0,0.926,0.0,0.903,0.932,0.563,0.0,0.0,0.932,0.931,0.0,0.0,0.0,0.9,0.922
0.935,0.0,0.917,0.617,0.917,0.0,0.936,0.0,0.931,0.685,0.0,0.932,0.398,0.0,0.0,0.935,0.919,0.0,0.936,0.925,0.0,0.0,0.935,0.927,0.931,0.886,0.908,0.931,0.88,0.46,0.935,0.0,0.0,0.926,0.0,0.0,0.0,0.933,0.0,0.0,0.936,0.0,0.917,0.0,0.814,0.685,0.92,0.931,0.917,0.364,0.0,0.0,0.0,0.935,0.0,0.0,0.0,0.0,0.934,0.92,0.0,0.0,0.934,0.0,0.0,0.929,0.0,0.935,0.0,0.916,0.936,0.46,0.0,0.0,0.933,0.0,0.913,0.933,0.775,0.0,0.0,0.933,0.931,0.0,0.0,0.0,0.905,0.863
0.933,0.0,0.916,0.56,0.916,0.0,0.935,0.0,0.932,0.898,0.0,0.931,0.428,0.0,0.0,0.908,0.932,0.0,0.935,0.916,0.0,0.0,0.935,0.928,0.932,0.928,0.191,0.934,0.88,0.187,0.935,0.0,0.0,0.913,0.0,0.0,0.0,0.93,0.0,0.0,0.927,0.0,0.916,0.0,0.893,0.898,0.931,0.931,0.916,0.244,0.0,0.0,0.0,0.931,0.0,0.0,0.0,0.0,0.932,0.931,0.0,0.935,0.933,0.0,0.0,0.931,0.0,0.935,0.0,0.724,0.935,0.46,0.0,0.0,0.93,0.0,0.928,0.926,0.775,0.0,0.0,0.926,0.934,0.0,0.0,0.0,0.857,0.853
0.988,0.952,0.988,0.991,0.0,0.0,0.345,0.0,0.926,0.326,0.326,0.97,0.562,0.0,0.0,0.467,0.564,0.0,0.345,0.403,0.0,0.406,0.457,0.49,0.513,0.484,0.3,0.308,0.548,0.349,0.742,0.0,0.0,0.358,0.0,0.0,0.406,0.988,0.272,0.0,0.988,0.792,0.988,0.0,0.327,0.326,0.477,0.63,0.0,0.257,0.49,0.0,0.0,0.383,0.0,0.0,0.0,0.0,0.393,0.477,0.0,0.328,0.413,0.0,0.0,0.932,0.792,0.49,0.0,0.484,0.345,0.349,0.2,0.952,0.417,0.2,0.665,0.35,0.487,0.0,0.0,0.35,0.308,0.0,0.673,0.0,0.476,0.631
0.412,0.55,0.525,0.601,0.0,0.0,0.546,0.0,0.301,0.72,0.72,0.471,0.407,0.0,0.0,0.742,0.49,0.0,0.546,0.441,0.0,0.845,0.371,0.312,0.412,0.241,0.742,0.613,0.354,0.7,0.3,0.0,0.0,0.861,0.0,0.0,0.845,0.99,0.52,0.0,0.99,0.0,0.525,0.0,0.522,0.72,0.454,0.309,0.0,0.266,0.326,0.0,0.0,0.302,0.0,0.0,0.0,0.0,0.49,0.454,0.0,0.442,0.968,0.0,0.0,0.95,0.0,0.467,0.0,0.317,0.546,0.7,0.195,0.55,0.418,0.195,0.349,0.571,0.487,0.0,0.0,0.571,0.613,0.0,0.0,0.0,0.45,0.533
0.34,0.403,0.492,0.47,0.0,0.0,0.296,0.0,0.439,0.301,0.301,0.513,0.289,0.0,0.0,0.328,0.35,0.0,0.296,0.23,0.0,0.464,0.297,0.524,0.482,0.449,0.742,0.315,0.344,0.469,0.319,0.0,0.0,0.298,0.0,0.0,0.464,0.988,0.514,0.0,0.988,0.0,0.492,0.0,0.332,0.301,0.553,0.328,0.0,0.25,0.399,0.0,0.0,0.595,0.0,0.0,0.0,0.0,0.954,0.553,0.0,0.454,0.609,0.0,0.0,0.336,0.0,0.316,0.0,0.245,0.296,0.469,0.204,0.403,0.988,0.204,0.32,0.454,0.485,0.0,0.0,0.454,0.315,0.0,0.0,0.0,0.317,0.332
0.371,0.287,0.598,0.576,0.0,0.0,0.588,0.0,0.282,0.46,0.46,0.482,0.393,0.0,0.0,0.412,0.573,0.0,0.588,0.219,0.0,0.542,0.31,0.395,0.371,0.458,0.311,0.305,0.246,0.668,0.349,0.0,0.0,0.322,0.0,0.0,0.542,0.969,0.282,0.0,0.969,0.0,0.598,0.0,0.484,0.46,0.323,0.567,0.0,0.265,0.467,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.316,0.323,0.0,0.441,0.51,0.0,0.0,0.956,0.0,0.399,0.0,0.458,0.588,0.286,0.16,0.287,0.418,0.16,0.727,0.525,0.485,0.0,0.0,0.525,0.305,0.0,0.0,0.0,0.384,0.327
0.513,0.587,0.305,0.292,0.0,0.0,0.261,0.0,0.472,0.412,0.412,0.371,0.303,0.0,0.0,0.261,0.58,0.0,0.261,0.231,0.0,0.567,0.38,0.206,0.471,0.224,0.3,0.623,0.238,0.459,0.311,0.0,0.0,0.457,0.0,0.0,0.567,0.987,0.0,0.0,0.987,0.0,0.305,0.0,0.548,0.412,0.306,0.292,0.0,0.221,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411,0.306,0.0,0.715,0.513,0.0,0.0,0.59,0.0,0.369,0.0,0.449,0.261,0.278,0.181,0.587,0.418,0.181,0.671,0.441,0.481,0.0,0.0,0.441,0.623,0.0,0.0,0.0,0.439,0.332
0.731,0.44,0.737,0.446,0.0,0.0,0.587,0.0,0.451,0.459,0.886,0.448,0.364,0.0,0.0,0.741,0.444,0.0,0.587,0.35,0.0,0.445,0.459,0.619,0.448,0.44,0.741,0.439,0.447,0.52,0.422,0.0,0.0,0.415,0.0,0.466,0.445,0.443,0.0,0.0,0.443,0.42,0.737,0.0,0.47,0.471,0.433,0.583,0.0,0.288,0.0,0.0,0.0,0.743,0.0,0.0,0.0,0.0,0.735,0.433,0.0,0.463,0.729,0.0,0.0,0.707,0.42,0.746,0.0,0.44,0.587,0.52,0.227,0.44,0.44,0.227,0.543,0.444,0.443,0.0,0.0,0.444,0.617,0.0,0.694,0.0,0.448,0.734
0.448,0.739,0.579,0.433,0.0,0.0,0.605,0.0,0.578,0.568,0.568,0.742,0.269,0.0,0.0,0.542,0.748,0.0,0.605,0.538,0.0,0.454,0.456,0.445,0.729,0.444,0.564,0.724,0.453,0.563,0.335,0.0,0.0,0.77,0.0,0.442,0.454,0.44,0.0,0.0,0.44,0.0,0.579,0.0,0.594,0.568,0.692,0.724,0.0,0.293,0.0,0.0,0.0,0.581,0.0,0.0,0.0,0.0,0.746,0.692,0.0,0.444,0.449,0.0,0.0,0.432,0.0,0.726,0.0,0.444,0.605,0.563,0.275,0.739,0.44,0.275,0.714,0.446,0.443,0.0,0.0,0.446,0.627,0.0,0.0,0.0,0.684,0.451
0.451,0.686,0.446,0.586,0.0,0.0,0.686,0.0,0.455,0.454,0.453,0.427,0.313,0.0,0.0,0.418,0.449,0.0,0.686,0.56,0.0,0.733,0.54,0.726,0.427,0.344,0.542,0.441,0.457,0.451,0.418,0.0,0.0,0.435,0.0,0.0,0.733,0.682,0.0,0.0,0.682,0.0,0.446,0.0,0.484,0.662,0.558,0.426,0.0,0.294,0.0,0.0,0.0,0.618,0.0,0.0,0.0,0.0,0.453,0.558,0.0,0.724,0.731,0.0,0.0,0.526,0.0,0.42,0.0,0.411,0.686,0.451,0.239,0.686,0.682,0.239,0.44,0.6,0.444,0.0,0.0,0.6,0.573,0.0,0.0,0.0,0.427,0.584
0.729,0.464,0.698,0.536,0.0,0.0,0.643,0.0,0.434,0.448,0.645,0.727,0.317,0.0,0.0,0.267,0.448,0.0,0.643,0.378,0.0,0.737,0.549,0.698,0.742,0.411,0.422,0.725,0.444,0.518,0.564,0.0,0.0,0.657,0.0,0.552,0.737,0.439,0.0,0.0,0.439,0.0,0.698,0.0,0.608,0.448,0.472,0.52,0.0,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726,0.472,0.0,0.726,0.448,0.0,0.0,0.673,0.0,0.618,0.0,0.415,0.643,0.518,0.269,0.464,0.452,0.269,0.713,0.607,0.444,0.0,0.0,0.607,0.588,0.0,0.0,0.0,0.407,0.432
0.427,0.557,0.359,0.714,0.0,0.0,0.728,0.0,0.696,0.583,0.583,0.729,0.321,0.0,0.0,0.32,0.446,0.0,0.728,0.548,0.0,0.697,0.412,0.389,0.439,0.415,0.418,0.442,0.442,0.761,0.494,0.0,0.0,0.733,0.0,0.381,0.697,0.743,0.0,0.0,0.743,0.0,0.359,0.0,0.535,0.583,0.467,0.385,0.0,0.293,0.0,0.0,0.0,0.609,0.0,0.0,0.0,0.0,0.737,0.467,0.0,0.446,0.448,0.0,0.0,0.533,0.0,0.666,0.0,0.343,0.728,0.484,0.331,0.557,0.743,0.331,0.543,0.603,0.445,0.0,0.0,0.603,0.59,0.0,0.0,0.0,0.609,0.44
0.249,0.0,0.379,0.144,0.0,0.0,0.186,0.0,0.155,0.192,0.0,0.196,0.171,0.0,0.0,0.228,0.184,0.0,0.186,0.174,0.0,0.0,0.176,0.237,0.196,0.202,0.215,0.179,0.244,0.191,0.203,0.0,0.0,0.178,0.0,0.0,0.0,0.0,0.143,0.0,0.117,0.14,0.379,0.0,0.382,0.192,0.18,0.144,0.0,0.0,0.196,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.171,0.18,0.0,0.161,0.249,0.0,0.0,0.146,0.14,0.18,0.0,0.339,0.186,0.191,0.291,0.0,0.159,0.291,0.327,0.175,0.272,0.0,0.0,0.175,0.178,0.0,0.228,0.0,0.179,0.241
0.282,0.0,0.196,0.148,0.0,0.0,0.148,0.0,0.216,0.212,0.0,0.148,0.167,0.0,0.0,0.215,0.284,0.0,0.148,0.141,0.0,0.0,0.3,0.242,0.148,0.229,0.228,0.18,0.279,0.144,0.196,0.0,0.0,0.169,0.0,0.0,0.0,0.0,0.136,0.0,0.11,0.0,0.196,0.0,0.348,0.212,0.184,0.137,0.0,0.0,0.245,0.0,0.0,0.153,0.0,0.0,0.0,0.0,0.303,0.184,0.0,0.157,0.282,0.0,0.0,0.142,0.0,0.147,0.0,0.219,0.148,0.163,0.298,0.0,0.11,0.298,0.319,0.191,0.279,0.0,0.0,0.191,0.182,0.0,0.219,0.0,0.233,0.21
0.196,0.0,0.397,0.143,0.0,0.0,0.14,0.0,0.162,0.234,0.0,0.167,0.264,0.0,0.0,0.179,0.238,0.0,0.14,0.139,0.0,0.0,0.316,0.205,0.196,0.223,0.172,0.146,0.259,0.163,0.139,0.0,0.0,0.215,0.0,0.0,0.0,0.0,0.172,0.0,0.159,0.0,0.397,0.0,0.34,0.234,0.203,0.13,0.0,0.0,0.218,0.0,0.0,0.139,0.0,0.0,0.0,0.0,0.18,0.203,0.0,0.155,0.196,0.0,0.0,0.149,0.0,0.135,0.0,0.299,0.14,0.173,0.274,0.0,0.117,0.274,0.254,0.162,0.279,0.0,0.0,0.162,0.179,0.0,0.203,0.0,0.186,0.26
0.204,0.0,0.2,0.153,0.0,0.0,0.161,0.0,0.162,0.214,0.0,0.182,0.159,0.0,0.0,0.172,0.267,0.0,0.161,0.179,0.0,0.0,0.381,0.219,0.223,0.318,0.15,0.175,0.307,0.173,0.164,0.0,0.0,0.163,0.0,0.0,0.0,0.0,0.178,0.0,0.162,0.0,0.35,0.0,0.349,0.214,0.185,0.147,0.0,0.0,0.247,0.0,0.0,0.173,0.0,0.0,0.0,0.0,0.262,0.185,0.0,0.18,0.204,0.0,0.0,0.182,0.0,0.157,0.0,0.218,0.161,0.182,0.252,0.0,0.162,0.252,0.326,0.166,0.271,0.0,0.0,0.166,0.164,0.0,0.0,0.0,0.292,0.232
0.148,0.0,0.17,0.168,0.0,0.0,0.154,0.0,0.142,0.165,0.0,0.204,0.147,0.0,0.0,0.15,0.151,0.0,0.154,0.207,0.0,0.0,0.244,0.177,0.204,0.228,0.179,0.156,0.256,0.182,0.199,0.0,0.0,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.279,0.0,0.417,0.165,0.188,0.14,0.0,0.0,0.244,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.146,0.188,0.0,0.139,0.148,0.0,0.0,0.177,0.0,0.139,0.0,0.187,0.154,0.198,0.255,0.0,0.14,0.255,0.335,0.163,0.241,0.0,0.0,0.163,0.144,0.0,0.0,0.0,0.237,0.169
0.946,0.0,0.941,0.949,0.0,0.0,0.94,0.0,0.941,0.952,0.0,0.941,0.628,0.0,0.0,0.876,0.961,0.0,0.94,0.95,0.0,0.0,0.927,0.931,0.938,0.93,0.895,0.937,0.895,0.958,0.87,0.0,0.0,0.857,0.0,0.923,0.0,0.962,0.519,0.0,0.962,0.923,0.941,0.0,0.963,0.961,0.862,0.889,0.0,0.746,0.931,0.0,0.0,0.931,0.0,0.0,0.0,0.0,0.918,0.862,0.0,0.885,0.938,0.0,0.0,0.956,0.923,0.931,0.0,0.909,0.94,0.958,0.632,0.0,0.962,0.632,0.923,0.484,0.836,0.0,0.0,0.484,0.386,0.0,0.0,0.0,0.93,0.929
0.941,0.0,0.94,0.923,0.0,0.0,0.926,0.0,0.942,0.945,0.0,0.946,0.875,0.0,0.0,0.895,0.962,0.0,0.926,0.933,0.0,0.0,0.935,0.946,0.945,0.909,0.876,0.935,0.874,0.96,0.888,0.0,0.0,0.886,0.0,0.904,0.0,0.929,0.619,0.0,0.929,0.923,0.94,0.0,0.904,0.96,0.895,0.902,0.0,0.491,0.922,0.0,0.0,0.922,0.0,0.0,0.0,0.0,0.886,0.895,0.0,0.888,0.925,0.0,0.0,0.955,0.0,0.922,0.0,0.879,0.926,0.923,0.57,0.0,0.929,0.57,0.929,0.563,0.86,0.0,0.0,0.563,0.386,0.0,0.0,0.0,0.924,0.896
0.943,0.0,0.944,0.0,0.0,0.0,0.919,0.0,0.91,0.944,0.0,0.955,0.614,0.0,0.0,0.871,0.933,0.0,0.919,0.934,0.0,0.0,0.931,0.924,0.941,0.914,0.871,0.938,0.913,0.923,0.876,0.0,0.0,0.836,0.0,0.0,0.0,0.933,0.62,0.0,0.933,0.923,0.944,0.0,0.889,0.944,0.882,0.873,0.0,0.784,0.937,0.0,0.0,0.937,0.0,0.0,0.0,0.0,0.87,0.882,0.0,0.91,0.939,0.0,0.0,0.862,0.0,0.937,0.0,0.815,0.919,0.758,0.901,0.0,0.933,0.901,0.889,0.479,0.849,0.0,0.0,0.479,0.378,0.0,0.0,0.0,0.933,0.883
0.938,0.0,0.956,0.0,0.0,0.0,0.914,0.0,0.906,0.948,0.0,0.941,0.642,0.0,0.0,0.503,0.928,0.0,0.914,0.941,0.0,0.0,0.912,0.91,0.946,0.917,0.503,0.938,0.922,0.892,0.89,0.0,0.0,0.895,0.0,0.0,0.0,0.928,0.647,0.0,0.928,0.923,0.956,0.0,0.881,0.948,0.866,0.879,0.0,0.552,0.94,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.884,0.866,0.0,0.891,0.946,0.0,0.0,0.93,0.0,0.94,0.0,0.883,0.914,0.712,0.476,0.0,0.928,0.476,0.883,0.575,0.862,0.0,0.0,0.575,0.381,0.0,0.0,0.0,0.892,0.879
0.941,0.0,0.883,0.0,0.0,0.0,0.932,0.0,0.91,0.947,0.961,0.941,0.738,0.0,0.0,0.895,0.931,0.0,0.932,0.935,0.0,0.0,0.932,0.909,0.939,0.93,0.478,0.484,0.904,0.758,0.88,0.0,0.0,0.896,0.0,0.939,0.0,0.918,0.608,0.0,0.918,0.923,0.883,0.0,0.925,0.961,0.874,0.887,0.0,0.688,0.917,0.0,0.0,0.917,0.0,0.0,0.0,0.0,0.896,0.874,0.0,0.917,0.945,0.0,0.0,0.932,0.0,0.917,0.0,0.89,0.932,0.595,0.8,0.0,0.918,0.8,0.921,0.456,0.796,0.0,0.0,0.456,0.379,0.0,0.0,0.0,0.894,0.887
0.825,0.0,0.712,0.811,0.0,0.0,0.781,0.0,0.567,0.948,0.0,0.75,0.64,0.0,0.0,0.841,0.866,0.0,0.781,0.63,0.0,0.0,0.718,0.76,0.825,0.477,0.465,0.505,0.932,0.686,0.464,0.0,0.0,0.659,0.0,0.0,0.0,0.843,0.614,0.0,0.843,0.786,0.712,0.0,0.971,0.96,0.81,0.894,0.0,0.587,0.858,0.0,0.0,0.751,0.0,0.0,0.0,0.0,0.736,0.81,0.0,0.894,0.867,0.0,0.0,0.931,0.786,0.76,0.0,0.773,0.781,0.686,0.416,0.0,0.954,0.416,0.416,0.164,0.491,0.0,0.0,0.164,0.186,0.0,0.0,0.0,0.735,0.612
0.857,0.0,0.787,0.723,0.0,0.0,0.773,0.0,0.557,0.437,0.0,0.825,0.617,0.0,0.0,0.871,0.865,0.0,0.773,0.471,0.0,0.0,0.759,0.785,0.75,0.409,0.871,0.474,0.838,0.743,0.852,0.0,0.0,0.818,0.0,0.0,0.0,0.888,0.474,0.0,0.888,0.785,0.787,0.0,0.818,0.5,0.499,0.836,0.0,0.443,0.461,0.0,0.0,0.742,0.0,0.0,0.0,0.0,0.791,0.499,0.0,0.829,0.825,0.0,0.0,0.951,0.0,0.785,0.0,0.731,0.773,0.743,0.376,0.0,0.902,0.376,0.41,0.155,0.455,0.0,0.0,0.155,0.169,0.0,0.0,0.0,0.761,0.639
0.75,0.0,0.743,0.576,0.0,0.0,0.824,0.0,0.592,0.851,0.0,0.876,0.642,0.0,0.0,0.651,0.873,0.0,0.824,0.518,0.0,0.0,0.774,0.795,0.876,0.45,0.651,0.5,0.76,0.774,0.428,0.0,0.0,0.823,0.0,0.0,0.0,0.752,0.534,0.0,0.752,0.785,0.743,0.0,0.871,0.851,0.877,0.837,0.0,0.66,0.77,0.0,0.0,0.738,0.0,0.0,0.0,0.0,0.829,0.877,0.0,0.867,0.857,0.0,0.0,0.734,0.0,0.792,0.0,0.466,0.824,0.774,0.435,0.0,0.863,0.435,0.422,0.164,0.46,0.0,0.0,0.164,0.185,0.0,0.0,0.0,0.794,0.636
0.867,0.0,0.677,0.741,0.0,0.0,0.738,0.0,0.839,0.521,0.96,0.469,0.549,0.0,0.0,0.465,0.892,0.0,0.738,0.856,0.0,0.0,0.686,0.765,0.825,0.409,0.841,0.465,0.865,0.658,0.676,0.0,0.0,0.76,0.0,0.0,0.0,0.597,0.469,0.0,0.597,0.786,0.677,0.0,0.861,0.521,0.568,0.884,0.0,0.436,0.802,0.0,0.0,0.806,0.0,0.0,0.0,0.0,0.769,0.568,0.0,0.776,0.75,0.0,0.0,0.501,0.0,0.765,0.0,0.454,0.738,0.658,0.412,0.0,0.862,0.412,0.425,0.127,0.399,0.0,0.0,0.127,0.177,0.0,0.0,0.0,0.766,0.774
0.869,0.0,0.843,0.626,0.0,0.0,0.772,0.0,0.836,0.547,0.5,0.825,0.644,0.0,0.0,0.486,0.633,0.0,0.772,0.85,0.0,0.0,0.751,0.772,0.744,0.429,0.486,0.425,0.871,0.423,0.85,0.0,0.0,0.765,0.0,0.0,0.0,0.585,0.0,0.0,0.585,0.786,0.843,0.0,0.901,0.96,0.774,0.899,0.0,0.637,0.76,0.0,0.0,0.696,0.0,0.0,0.0,0.0,0.776,0.774,0.0,0.873,0.822,0.0,0.0,0.459,0.0,0.773,0.0,0.416,0.772,0.423,0.435,0.0,0.843,0.435,0.732,0.129,0.398,0.0,0.0,0.129,0.213,0.0,0.0,0.0,0.735,0.902
0.854,0.0,0.767,0.392,0.767,0.0,0.768,0.0,0.474,0.733,0.0,0.448,0.247,0.0,0.0,0.408,0.865,0.466,0.768,0.814,0.0,0.0,0.422,0.443,0.854,0.833,0.0,0.841,0.85,0.0,0.776,0.0,0.0,0.79,0.0,0.0,0.0,0.508,0.0,0.0,0.508,0.76,0.767,0.0,0.854,0.0,0.442,0.721,0.767,0.307,0.463,0.0,0.0,0.468,0.443,0.0,0.0,0.443,0.463,0.442,0.0,0.85,0.854,0.0,0.0,0.847,0.76,0.463,0.0,0.833,0.768,0.719,0.655,0.0,0.876,0.655,0.405,0.466,0.319,0.443,0.0,0.466,0.466,0.0,0.837,0.0,0.459,0.432
0.448,0.0,0.798,0.451,0.798,0.0,0.422,0.0,0.457,0.382,0.0,0.445,0.247,0.0,0.0,0.364,0.863,0.466,0.422,0.813,0.0,0.0,0.396,0.396,0.448,0.358,0.0,0.836,0.838,0.719,0.427,0.0,0.0,0.407,0.0,0.0,0.0,0.876,0.0,0.0,0.876,0.76,0.798,0.0,0.851,0.0,0.777,0.76,0.798,0.29,0.768,0.0,0.0,0.463,0.443,0.0,0.0,0.443,0.415,0.777,0.0,0.754,0.833,0.0,0.0,0.449,0.0,0.768,0.0,0.833,0.422,0.678,0.681,0.0,0.508,0.681,0.746,0.834,0.415,0.443,0.0,0.834,0.466,0.0,0.0,0.0,0.393,0.835
0.445,0.0,0.793,0.726,0.793,0.0,0.792,0.0,0.449,0.421,0.0,0.841,0.355,0.0,0.0,0.776,0.846,0.466,0.792,0.701,0.0,0.0,0.842,0.765,0.445,0.82,0.0,0.83,0.453,0.706,0.784,0.0,0.0,0.778,0.0,0.0,0.0,0.437,0.0,0.0,0.437,0.76,0.793,0.0,0.836,0.0,0.404,0.417,0.793,0.306,0.753,0.0,0.0,0.769,0.443,0.0,0.0,0.443,0.768,0.404,0.0,0.466,0.448,0.0,0.0,0.44,0.0,0.753,0.0,0.833,0.792,0.615,0.597,0.0,0.437,0.597,0.733,0.421,0.324,0.443,0.0,0.421,0.834,0.0,0.0,0.0,0.386,0.422
0.846,0.0,0.784,0.402,0.784,0.0,0.694,0.0,0.44,0.377,0.734,0.854,0.366,0.0,0.0,0.595,0.846,0.466,0.694,0.428,0.0,0.0,0.382,0.351,0.442,0.372,0.0,0.836,0.437,0.678,0.371,0.0,0.0,0.401,0.0,0.0,0.0,0.847,0.0,0.0,0.847,0.76,0.784,0.0,0.822,0.0,0.4,0.733,0.784,0.307,0.76,0.0,0.0,0.451,0.443,0.0,0.0,0.443,0.415,0.4,0.0,0.403,0.448,0.0,0.0,0.457,0.0,0.76,0.0,0.833,0.694,0.497,0.372,0.0,0.847,0.372,0.406,0.85,0.325,0.443,0.0,0.85,0.44,0.0,0.0,0.0,0.338,0.804
